================================================================================
EXTRACTION COMPLÈTE DU FICHIER: belge.vnd
================================================================================

INFORMATIONS DU FICHIER:
--------------------------------------------------------------------------------
Nom:              belge.vnd
@0000C831: score < 0 then runprj ..\couleurs1\couleurs1.vnp 54i
@0000C8E1: rue.bmp
@0000C938: destin rol\motod.bmp 0 189 51
@0000C961: vespa.wav
@0000C976: moto1.avi 1 0 0 640 400
@0000C999: ..\holl\holl.vnp 10
@0000C9B8: score 60
@0000C9CC: score 6 25 410 160 470 0 <score>
@0000C9F8: score < 0 then runprj ..\couleurs1\couleurs1.vnp 54i
@0000CA57: vespa.wav
@0000CA6C: moto1.avi 1 0 0 640 400
@0000CA8F: ..\france\france.vnp 18
@0000CAB2: score 60
@0000CAC6: score 6 25 410 160 470 0 <score>i
@0000CB12: vespa.wav
@0000CB27: moto1.avi 1 0 0 640 400
@0000CB4A: ..\allem\allem.vnp 7
@0000CB6A: score 60
@0000CB7E: score 6 25 410 160 470 0 <score>i
@0000CC83: math.bmp
@0000CCDB: math 1
@0000CCED: math2.avi 1 123 190 230 245
@0000CD14: score 24
@0000CD69: math.bmp
@0000CDC1: math4.avi 1 123 190 230 245
@0000CDE8: score < 0 then runprj ..\couleurs1\couleurs1.vnp 54 else scene 7d
@0000CE38: Intro
@0000CEA9: a_beg.wav
@0000CEBE: belgique.avi 1
@0000CEE5: belgique 1
@0000CEFB: euroland = 1 then dec_var euroland 1
@0000CF2B: angleterre = 1 then dec_var angleterre 1
@0000CF5F: autriche = 1  then dec_var autriche 1
@0000CF90: allemagne = 1  then dec_var allemagne 1
@0000CFC3: ecosse = 1  then dec_var ecosse 1
@0000CFF0: espagne = 1  then dec_var espagne 1
@0000D01F: france = 1  then dec_var france 1
@0000D04C: finlande = 1  then dec_var finlande 1
@0000D07D: irlande = 1  then dec_var irlande 1
@0000D0AC: italie = 1  then dec_var italie 1
@0000D0D9: paysbas = 1  then dec_var paysbas 1
@0000D108: grece = 1  then dec_var grece 1
@0000D133: danemark = 1  then dec_var danemark 1
@0000D164: portugal = 1  then dec_var portugal 1
@0000D195: suede = 1  then dec_var suede 1d
@0000D1F4: geo.bmp
@0000D24B: drapeau rol\drapeau.bmp 0 264 64
@0000D277: score < 0 then runprj ..\couleurs1\couleurs1.vnp 54i
@0000D2D6: 25i
@0000D355: geo2.bmp
@0000D3AD: 1000
@0000D3BD: geo2.avi 1 201 20 269 114
@0000D3E2: score < 0 then runprj ..\couleurs1\couleurs1.vnp 54 else scene 4d
@0000D472: geo.bmp
@0000D4C9: 1000
@0000D4D9: geo3.avi 1 201 20 269 114
@0000D4FE: score < 0 then runprj ..\couleurs1\couleurs1.vnp 54 else scene 4d
@0000D57E: ..\..\ecosse\img24\papier.bmp
@0000D5A3: choco.htm
@0000D5EC: 18 1 #000000 Comic sans MS
@0000D612: 470 400 125 365 0 Quitter
@0000D637: choco2.avi 0 310 80 630 280
@0000D65E: chocob choco2.bmp 0 310 80
@0000D684: score < 0 then runprj ..\couleurs1\couleurs1.vnp 54i
@0000D6FF: Toolbar
@0000D772: etoile ..\..\barre\images\ordi.bmp 6 564 400
@0000D7AA: etoile1 ..\..\barre\images\textetm.bmp 6 0 449
@0000D7E4: trans = 1 then addbmp active  ..\..\barre\images\trans.bmp 6 163 400
@0000D834: calc = 1 then addbmp calc1  ..\..\barre\images\calc1.bmp 6 246 400
@0000D882: telephone = 1 then addbmp telep  ..\..\barre\images\telep.bmp 6 316 400
@0000D8D5: sacados = 1 then addbmp sac  ..\..\barre\images\sac.bmp 6 384 400
@0000D922: ..\frontal\vnoption.dll
@0000D945: 18 0 #ffffff Comic sans MS
@0000D96B: toolbar ..\..\barre\images\barre.bmp 6 0 400 640 480
@0000D9AB: telephone = 1 then addbmp telep  ..\..\barre\images\telep.bmp 6 316 400
@0000D9FE: calc = 1 then addbmp calc1  ..\..\barre\images\calc1.bmp 6 246 400
@0000DA4C: sacados = 1 then addbmp sac  ..\..\barre\images\sac.bmp 6 384 400
@0000DA99: trans = 1 then addbmp active  ..\..\barre\images\trans.bmp 6 163 400
@0000DAE9: fiole = 1 then addbmp fiole ..\..\barre\images\f1.bmp 6 197 461
@0000DB34: fiole = 2 then addbmp fiole ..\..\barre\images\f2.bmp 6 196 461
@0000DB7F: fiole = 3 then addbmp fiole ..\..\barre\images\f3.bmp 6 196 461
@0000DBCA: fiole = 4 then addbmp fiole ..\..\barre\images\f4.bmp 6 197 461
@0000DC15: fiole = 5 then addbmp fiole ..\..\barre\images\f5.bmp 6 197 461
@0000DC60: fiole = 6 then addbmp fiole ..\..\barre\images\f6.bmp 6 196 461
@0000DCAB: fiole = 7 then addbmp fiole ..\..\barre\images\f7.bmp 6 197 461
@0000DCF6: fiole = 8 then addbmp fiole ..\..\barre\images\f8.bmp 6 197 461
@0000DD41: fiole = 9 then addbmp fiole ..\..\barre\images\f9.bmp 6 196 461
@0000DD8C: fiole = 10 then addbmp fiole ..\..\barre\images\f10.bmp 6 197 461
@0000DDD9: fiole = 11 then addbmp fiole ..\..\barre\images\f11.bmp 6 196 461
@0000DE26: fiole = 12 then addbmp fiole ..\..\barre\images\f12.bmp 6 196 461
@0000DE73: suede = 1 then  addbmp info ..\..\barre\images\p_suede.bmp 6 452 400
@0000DEC3: portugal = 1 then  addbmp info ..\..\barre\images\p_port.bmp 6 452 400
@0000DF15: allemagne = 1 then  addbmp info ..\..\barre\images\p_all.bmp 6 452 400
@0000DF67: france = 1 then  addbmp info ..\..\barre\images\p_france.bmp 6 452 400
@0000DFB9: angleterre = 1 then  addbmp info ..\..\barre\images\p_angl.bmp 6 452 400
@0000E00D: autriche = 1 then  addbmp info ..\..\barre\images\p_autriche.bmp 6 452 400
@0000E063: danemark = 1 then  addbmp info ..\..\barre\images\p_danemark.bmp 6 452 400
@0000E0B9: ecosse = 1 then  addbmp info ..\..\barre\images\p_ecosse.bmp 6 452 400
@0000E10B: euroland = 1 then  addbmp info ..\..\barre\images\p_euroland.bmp 6 452 400
@0000E161: espagne = 1 then  addbmp info ..\..\barre\images\p_espagne.bmp 6 452 400
@0000E1B5: finlande = 1 then  addbmp info ..\..\barre\images\p_finland.bmp 6 452 400
@0000E20A: grece = 1 then  addbmp info ..\..\barre\images\p_grece.bmp 6 452 400
@0000E25A: irlande = 1 then  addbmp info ..\..\barre\images\p_irlande.bmp 6 452 400
@0000E2AE: italie = 1 then  addbmp info ..\..\barre\images\p_italie.bmp 6 452 400
@0000E300: belgique = 1 then  addbmp info ..\..\barre\images\p_belgique.bmp 6 452 400
@0000E356: paysbas = 1 then  addbmp info ..\..\barre\images\p_pays.bmp 6 452 400
@0000E3A7: score 6 15 415 160 470 0 <score>d
@0000E3F3: calc = 1 then rundll ..\barre\euro32.dll
@0000E427: calc1
@0000E438: calc = 1 then addbmp etoile ..\..\barre\images\calc2.bmp 6 249 400
@0000E486: calc = 1 then addbmp etoile1 ..\..\barre\images\textetc.bmp 6 0 450
@0000E4D5: trans = 1 then addbmp active  ..\..\barre\images\trans.bmp 6 163 400
@0000E525: telephone = 1 then addbmp telep  ..\..\barre\images\telep.bmp 6 316 400
@0000E578: sacados = 1 then addbmp sac  ..\..\barre\images\sac.bmp 6 384 400d
@0000E5E5: sac
@0000E5F4: sacados = 1 then addbmp etoile ..\..\barre\images\sac2.bmp 6 385 400
@0000E644: sacados = 1 then addbmp etoile1 ..\..\barre\images\textes.bmp 6 0 454
@0000E695: trans = 1 then addbmp active  ..\..\barre\images\trans.bmp 6 163 400
@0000E6E5: calc = 1 then addbmp calc1  ..\..\barre\images\calc1.bmp 6 246 400
@0000E733: telephone = 1 then addbmp telep  ..\..\barre\images\telep.bmp 6 316 400
@0000E786: sacados = 1 then rundll ..\barre\inv.dlld
@0000E7E7: fleche.cur
@0000E7FD: clerouge = 2 then dec_var clerouge 1
@0000E82D: ballon1 = 2 then dec_var ballon1 1
@0000E85B: bouee = 2 then dec_var bouee 1
@0000E885: bout_plo = 2 then dec_var bout_plo 1
@0000E8B5: bus = 2 then dec_var bus 1
@0000E8DB: castagnette = 2 then dec_var castagnette 1
@0000E911: ciseaux = 2 then dec_var ciseaux 1
@0000E93F: clejaune = 2 then dec_var clejaune 1
@0000E96F: guitare = 2 then dec_var guitare 1
@0000E99D: harpon = 2 then dec_var harpon 1
@0000E9C9: helice = 2 then dec_var helice 1
@0000E9F5: loupe = 2 then dec_var loupe 1
@0000EA1F: masque = 2 then dec_var masque 1
@0000EA4B: masse = 2 then dec_var masse 1
@0000EA75: pain = 2 then dec_var pain 1
@0000EA9D: palme = 2 then dec_var palme 1
@0000EAC7: photo = 2 then dec_var photo 1
@0000EAF1: piece = 2 then dec_var piece 1
@0000EB1B: pier_berlin = 2 then dec_var pier_berlin 1
@0000EB51: raquette = 2 then dec_var raquette 1
@0000EB81: ressort = 2 then dec_var ressort 1
@0000EBAF: cheval = 2 then dec_var cheval 1
@0000EBDB: riz = 2 then dec_var riz 1
@0000EC01: ruban = 2 then dec_var ruban 1
@0000EC2B: sabot1 = 2 then dec_var sabot1 1
@0000EC57: sabot2 = 2 then dec_var sabot2 1
@0000EC83: scotch = 2 then dec_var scotch 1
@0000ECAF: taillepierre = 2 then dec_var taillepierre 1
@0000ECE7: ap_photo = 2 then dec_var ap_photo 1
@0000ED17: houblon = 2 then dec_var houblon 1
@0000ED45: chewing = 2 then dec_var chewing 1
@0000ED73: cleverte = 2 then dec_var cleverte 1
@0000EDA3: partition = 2 then dec_var partition 1
@0000EDD5: laine = 2 then dec_var laine 1
@0000EDFF: tondeuse = 2 then dec_var tondeuse 1
@0000EE2F: tournevis = 2 then dec_var tournevis 1
@0000EE61: cire = 2 then dec_var cire 1
@0000EE89: chianti = 2 then dec_var chianti 1
@0000EEB7: rouedent = 2 then dec_var rouedent 1
@0000EEE7: pierreor = 2 then dec_var pierreor 1
@0000EF17: papiercado = 2 then dec_var papiercado 1
@0000EF4B: hotte = 2 then dec_var  hotte 1
@0000EF76: levure = 2 then dec_var  levure 1
@0000EFA3: bouteille = 2 then dec_var bouteille 1
@0000EFD5: parfum = 2 then dec_var parfum 1
@0000F001: rouge = 2 then dec_var rouge 1
@0000F02B: bisous = 2 then dec_var bisous 1
@0000F057: ap = 2 then dec_var api 1
@0000F07C: pince = 2 then dec_var pince 1
@0000F0A6: tulipejaune = 2 then dec_var tulipejaune 1
@0000F0DC: tulipeorange = 2 then dec_var tulipeorange 1
@0000F114: tuliperouge = 2 then dec_var tuliperouge 1
@0000F14A: tulipeverte = 2 then dec_var tulipeverte 1
@0000F180: tulipeviolet = 2 then dec_var tulipeviolet 1
@0000F1B8: farine = 2 then dec_var farine 1
@0000F1E4: saliere = 2 then dec_var saliere 1
@0000F212: bougie = 2 then dec_var bougie 1
@0000F23E: seche = 2 then dec_var seche 1
@0000F268: bout_eau = 2 then dec_var bout_eau 1
@0000F298: dorade = 2 then dec_var dorade 1
@0000F2C4: moule = 2 then dec_var moule 1
@0000F2EE: ail = 2 then dec_var ail 1
@0000F314: poivrouge = 2 then dec_var poivrouge 1
@0000F346: poivjaune = 2 then dec_var poivjaune 1
@0000F378: oignon = 2 then dec_var oignon 1
@0000F3A4: olive = 2 then dec_var olive 1
@0000F3CE: bouillon = 2 then dec_var bouillon 1
@0000F3FE: violon = 2 then dec_var violon 1
@0000F42A: skate = 2 then dec_var skate 1
@0000F454: champagne = 2 then dec_var champagne 1
@0000F486: fromage = 2 then dec_var fromage 1
@0000F4B4: bonnet = 2 then dec_var bonnet 1
@0000F4E0: huile = 2 then dec_var huile 1
@0000F50A: orge = 2 then dec_var orge 1
@0000F532: burette = 2 then dec_var burette 1
@0000F560: allumette = 2 then dec_var allumette 1
@0000F592: chouetteor = 2 then dec_var chouetteor 1
@0000F5C6: chouette = 2 then dec_var chouette 1
@0000F5F6: sirop = 2 then dec_var sirop 1
@0000F620: fiolegrece = 2 then dec_var  fiolegrece 1
@0000F655: fiolegrece2 = 2 then dec_var  fiolegrece2 1
@0000F68C: fioleecosse = 2 then dec_var  fioleecosse 1
@0000F6C3: fioleirlande = 2 then dec_var  fioleirlande 1
@0000F6FC: fioleespagne = 2 then dec_var  fioleespagne 1
@0000F735: fiolesuede = 2 then dec_var  fiolesuede 1
@0000F76A: fiolefinlande = 2 then dec_var  fiolefinlande 1
@0000F7A5: fioleautriche = 2 then dec_var  fioleautriche 1
@0000F7E0: fiolepaysbas = 2 then dec_var  fiolepaysbas 1
@0000F819: fioleespagne2 = 2 then dec_var  fioleespagne2 1
@0000F854: fioleitalie = 2 then dec_var  fioleitalie 1
@0000F88B: fioleangleterre = 2 then dec_var  fioleangleterre 1d
@0000F8EA: trans = 1 then closewav
@0000F90D: trans = 1 then closedll
@0000F930: trans = 1 then playavi ..\..\couleurs1\movie\retour.avi 1
@0000F975: ..\couleurs1\couleurs1.vnp 6
@0000F99D: trans = 1 then dec_var score 50
@0000F9C8: score 6 25 410 160 470 0 <score>
@0000F9F4: active
@0000FA06: trans = 1 then addbmp etoile ..\..\barre\images\trans2.bmp 6 162 400
@0000FA56: trans = 1 then addbmp etoile1 ..\..\barre\images\textetr.bmp 6 0 450
@0000FAA6: calc = 1 then addbmp calc1  ..\..\barre\images\calc1.bmp 6 246 400
@0000FAF4: telephone = 1 then addbmp telep  ..\..\barre\images\telep.bmp 6 316 400
@0000FB47: sacados = 1 then addbmp sac  ..\..\barre\images\sac.bmp 6 384 400d
@0000FBB4: telep
@0000FBC5: telephone = 1 then addbmp etoile ..\..\barre\images\telep2.bmp 6 317 400
@0000FC19: telephone = 1 then addbmp etoile1 ..\..\barre\images\textet.bmp 6 0 450
@0000FC6C: trans = 1 then addbmp active  ..\..\barre\images\trans.bmp 6 163 400
@0000FCBC: calc = 1 then addbmp calc1  ..\..\barre\images\calc1.bmp 6 246 400
@0000FD0A: sacados = 1 then addbmp sac  ..\..\barre\images\sac.bmp 6 384 400
@0000FD57: telephone = 1 then closedll
@0000FD7E: telephone = 1 then runprj ..\couleurs1\couleurs1.vnp 4
@0000FDC0: telephone = 1 then dec_var score 1
@0000FDEE: score 6 25 410 160 470 0 <score>d
@0000FE7A: etoile1 ..\..\barre\images\texteam.bmp 6 0 452d
@0000FED4: etoile
@0000FEE6: etoile1
@0000FEF9: trans = 1 then addbmp active  ..\..\barre\images\trans.bmp 6 163 400
@0000FF49: calc = 1 then addbmp calc1  ..\..\barre\images\calc1.bmp 6 246 400
@0000FF97: telephone = 1 then addbmp telep  ..\..\barre\images\telep.bmp 6 316 400
@0000FFEA: sacados = 1 then addbmp sac  ..\..\barre\images\sac.bmp 6 384 400d
@0001007B: paysliste.bmp
@000100C4: cpays 1
@000100F1: act\p1.bmp 0 226 160
@00010111: 18 0 #0000 comic sans ms
@00010135: 115 110 120 120 0 Allemagne
@0001015C: score < 0 then runprj ..\couleurs1\couleurs1.vnp 54d
@00010233: cpays 2
@00010260: act\p2bis.bmp 0 131 156
@00010283: 18 0 #0000 comic sans ms
@000102A7: 115 110 120 120 0 Grande-Bretagned
@0001034C: cpays 3
@00010379: act\p3.bmp 0 265 200
@00010399: 18 0 #0000 comic sans ms
@000103BD: 115 110 120 120 0 Autriched
@0001042B: cpays 4
@00010458: act\p4.bmp 0 212 207
@00010478: 18 0 #0000 comic sans ms
@0001049C: 115 110 120 120 0 Belgiqued
@000104FA: cpays 5
@00010527: act\p5.bmp 0 227 141
@00010547: 18 0 #0000 comic sans ms
@0001056B: 115 110 120 120 0 Danemarkd
@000105D9: cpays 7
@00010606: act\p7.bmp 0 125 294
@00010626: 18 0 #0000 comic sans ms
@0001064A: 115 110 120 120 0 Espagned
@000106CF: cpays 8
@000106FC: act\p8.bmp 0 239 4
@0001071A: 18 0 #0000 comic sans ms
@0001073E: 115 110 120 120 0 Finlanded
@000107D4: cpays 9
@00010801: act\p9.bmp 0 147 212
@00010821: 18 0 #0000 comic sans ms
@00010845: 115 110 120 120 0 Franced
@00010979: cpays 10
@000109A7: act\p10.bmp 0 374 221
@000109C8: 18 0 #0000 comic sans ms
@000109EC: 115 110 120 120 0 Gr
@00010A01: ced
@00010A77: cpays 11
@00010AA5: act\p11.bmp 0 116 190
@00010AC6: 18 0 #0000 comic sans ms
@00010AEA: 115 110 120 120 0 Irlanded
@00010B5F: cpays 12
@00010B8D: act\p12.bmp 0 246 228
@00010BAE: 18 0 #0000 comic sans ms
@00010BD2: 115 110 120 120 0 Italied
@00010CB6: cpays 13
@00010CE4: act\p13.bmp 0 214 185
@00010D05: 18 0 #0000 comic sans ms
@00010D29: 115 110 120 120 0 Pays-Basd
@00010D87: cpays 14
@00010DB5: act\p14.bmp 0 123 314
@00010DD6: 18 0 #0000 comic sans ms
@00010DFA: 115 110 120 120 0 Portugald
@00010E58: cpays 15
@00010E86: act\p15.bmp 0 217 22
@00010EA6: 18 0 #0000 comic sans ms
@00010ECA: 115 110 120 120 0 Su
@00010EDF: ded
@00010F85: cpays 16
@00010FB3: act\pp2.bmp 0 236 216
@00010FD4: 18 0 #0000 comic sans ms
@00010FF8: 115 110 120 120 0 Luxembourgd
@00011048: cpays 6
@00011075: act\pp1.bmp 0 196 0
@00011094: 18 0 #0000 comic sans ms
@000110B8: 115 110 120 120 0 Norv
@000110CF: ged
@00011165: numpaysscore 0
@0001117F: cpays 0
@00011192: numpays 0
@000111A7: numpays2 0
@000111D5: cpays = <numpays> then inc_var numpaysscore 1 else dec_var score 1
@00011223: numpaysscore != 0 then addtext quest  6  390 380 400 400 0 <numpaysscore>
@00011278: numpaysscore = 1 then addtext quest2 6  420 380 640 480 0 bonne r
@000112BA: ponse.
@000112CC: numpaysscore > 1 then addtext quest2 6  420 380 640 480 0 bonnes r
@0001130F: ponses.
@00011322: cpays = <numpays> then playwav cling.wav 1 else playwav cartoon.wav 1
@00011373: numpaysscore = 10 then inc_var score 100
@000113A7: numpaysscore = 10 then playwav applaud.wav 1
@000113DF: 0 0 639 399
@000113F6: numpaysscore = 10 then scene 21 else hotspot 18d
@0001145F: 18 0 #000000 comic sans ms
@000114A9: 18 0 #000000 comic sans ms
@000114CF: numpays <random 16 1>
@000114F0: numpays = <numpays2> then hotspot 18
@00011520: numpays2 <numpays>
@0001153E: ques 6   320 110 351 115 0 Quel est le pays qui a pour drapeau ?
@0001158A: ques1 6   12 420 351 115 0 Si tu as 10 bonnes r
@000115BA: ponses,  100 euros sont pour toi
@000115E6: numpays = 1 then addbmp drap drapeaux\D1.bmp 0 480 100
@00011628: numpays = 2 then addbmp drap drapeaux\D2.bmp 0 480 100
@0001166A: numpays = 3 then addbmp drap drapeaux\D3.bmp 0 480 100
@000116AC: numpays = 4 then addbmp drap drapeaux\D4.bmp 0 480 100
@000116EE: numpays = 5 then addbmp drap drapeaux\D5.bmp 0 480 100
@00011730: numpays = 6 then addbmp drap drapeaux\D6.bmp 0 480 100
@00011772: numpays = 7 then addbmp drap drapeaux\D7.bmp 0 480 100
@000117B4: numpays = 8 then addbmp drap drapeaux\D8.bmp 0 480 100
@000117F6: numpays = 9 then addbmp drap drapeaux\D9.bmp 0 480 100
@00011838: numpays = 10 then addbmp drap drapeaux\D10.bmp 0 480 100
@0001187C: numpays = 11 then addbmp drap drapeaux\D11.bmp 0 480 100
@000118C0: numpays = 12 then addbmp drap drapeaux\D12.bmp 0 480 100
@00011904: numpays = 13 then addbmp drap drapeaux\D13.bmp 0 480 100
@00011948: numpays = 14 then addbmp drap drapeaux\D14.bmp 0 480 100
@0001198C: numpays = 15 then addbmp drap drapeaux\D15.bmp 0 480 100
@000119D0: numpays = 16 then addbmp drap drapeaux\D16.bmp 0 480 100i
@00011B05: ..\..\couleurs1\img24\euroland\bonus.bmp
@00011B35: ..\..\couleurs1\html\bonus1.htm
@00011B9C: 18 0 #000000 Comic sans MS
@00011BC2: 60 360 125 365 0 R
@00011BD5: ponse N
@00011BEA: bonus8 = 1 then playhtml bonus8.htm 0 50 100 600 400
@00011C2A: bonus9 = 1 then playhtml bonus9.htm 0 50 100 600 400
@00011C6A: bonus6 = 1 then playhtml bonus6.htm 0 50 100 600 400
@00011CAA: bonus6 = 1 then playavi ..\..\couleurs1\movie\bonus2.avi 1 421 70 630 290
@00011CFF: bonus6 = 1 then playwav cartoon.wav 1
@00011D30: bonus6 = 1 then scene 6
@00011D53: bonus6 = 1 then dec_var score 10
@00011D7F: bonus6 = 1 then inc_var bonus4 1
@00011DAB: bonus8 = 1 then playavi ..\..\couleurs1\movie\bonus2.avi 1 421 70 630 290
@00011E00: bonus8 = 1 then playwav cartoon.wav 1
@00011E31: bonus8 = 1 then scene 2
@00011E54: bonus8 = 1 then dec_var score 10
@00011E80: bonus8 = 1 then inc_var bonus8 1
@00011EAC: bonus9 = 1 then playavi ..\..\couleurs1\movie\bonus1.avi 1 421 70 630 290
@00011F01: bonus9 = 1 then playwav cling.wav 1
@00011F30: bonus9 = 1 then scene 4
@00011F53: bonus9 = 1 then inc_var score 10
@00011F7F: bonus9 = 1 then inc_var bonus9 1
@00011FAB: score 6 25 410 160 470 0 <score>
@00011FD7: score < 0 then runprj ..\couleurs1\couleurs1.vnp 54i
@00012036: 18 0 #000000 Comic sans MS
@0001205C: 260 360 125 365 0 R
@00012070: ponse N
@00012085: bonus6 = 1 then playavi ..\..\couleurs1\movie\bonus1.avi 1 421 70 630 290
@000120DA: bonus6 = 1 then playwav cling.wav 1
@00012109: bonus6 = 1 then scene 6
@0001212C: bonus6 = 1 then inc_var score 10
@00012158: bonus6 = 1 then inc_var bonus6 1
@00012184: bonus8 = 1 then playavi ..\..\couleurs1\movie\bonus2.avi 1 421 70 630 290
@000121D9: bonus8 = 1 then playwav cartoon.wav 1
@0001220A: bonus8 = 1 then scene 2
@0001222D: bonus8 = 1 then dec_var score 10
@00012259: bonus8 = 1 then inc_var bonus8 1
@00012285: bonus9 = 1 then playavi ..\..\couleurs1\movie\bonus2.avi 1 421 70 630 290
@000122DA: bonus9 = 1 then playwav cartoon.wav 1
@0001230B: bonus9 = 1 then scene 4
@0001232E: bonus9 = 1 then dec_var score 10
@0001235A: bonus9 = 1 then inc_var bonus9 1
@00012386: score 6 25 410 160 470 0 <score>i
@000123D2: 18 0 #000000 Comic sans MS
@000123F8: 410 360 125 365 0 R
@0001240C: ponse N
@00012421: bonus6 = 1 then playavi ..\..\couleurs1\movie\bonus2.avi 1 421 70 630 290
@00012476: bonus6 = 1 then playwav cartoon.wav 1
@000124A7: bonus6 = 1 then scene 6
@000124CA: bonus6 = 1 then dec_var score 10
@000124F6: bonus6 = 1 then inc_var bonus6 1
@00012522: bonus8 = 1 then playavi ..\..\couleurs1\movie\bonus1.avi 1 421 70 630 290
@00012577: bonus8 = 1 then playwav cling.wav 1
@000125A6: bonus8 = 1 then scene 2
@000125C9: bonus8 = 1 then inc_var score 10
@000125F5: bonus8 = 1 then inc_var bonus8 1
@00012621: bonus9 = 1 then playavi ..\..\couleurs1\movie\bonus2.avi 1 421 70 630 290
@00012676: bonus9 = 1 then playwav cartoon.wav 1
@000126A7: bonus9 = 1 then scene 4
@000126CA: bonus9 = 1 then dec_var score 10
@000126F6: bonus9 = 1 then inc_var bonus9 1
@00012722: score 6 25 410 160 470 0 <score>i
@000127CE: ..\frontal\start.vnp 3d


================================================================================
VARIABLES TROUVÉES:
================================================================================
  - 1000
  - 1500
  - 2000
  - 5D51F233
  - ACTIVE
  - AFFICHEM
  - ALLEMAGNE
  - ALLUMETTE
  - ANGLETERRE
  - AP_PHOTO
  - AUTRICHE
  - BALLON1
  - BEETHOVEN
  - BELGIQUE
  - BETAIL
  - BIDON
  - BIEREOK
  - BIERESO
  - BLEU
  - BOITE
  - BONNET
  - BONUS1
  - BONUS14
  - BONUS15
  - BONUS16
  - BONUS18
  - BONUS19
  - BONUS2
  - BONUS20
  - BONUS22
  - BONUS23
  - BONUS24
  - BONUS25
  - BONUS26
  - BONUS29
  - BONUS3
  - BONUS30
  - BONUS4
  - BONUS5
  - BONUS6
  - BONUS7
  - BONUS8
  - BONUS9
  - BOTTE
  - BOUBOU
  - BOUCHE
  - BOUEE
  - BOUILLON
  - BOUTEILLE
  - BOUT_EAU
  - BOUT_PLO
  - BURETTE
  - CALC
  - CAPITALE
  - CARTETOUR
  - CASTA
  - CASTAGNETTE
  - CHAMPAGNE
  - CHAMPAGNE2
  - CHEVAL
  - CHEWING
  - CHIANTI
  - CHOUETTE
  - CHOUETTEOR
  - CIRE
  - CISEAUX
  - CLEJAUNE
  - CLEROUGE
  - CLEVERTE
  - CMENU1
  - CMENU2
  - CMENU3
  - COLOMB
  - COMPTEUR1
  - COMPTEUR2
  - COMPTEUR3
  - CORNEMUSE
  - COSTUME
  - CPAYS
  - CPHOTO
  - DANEMARK
  - DANSE
  - DELPHITEST1
  - DELPHITEST2
  - DICO
  - DORADE
  - EAUBIERE
  - EAUPAIN
  - ECOSSE
  - ERREUR7D1
  - ERREUR7D2
  - ERREUR7D3
  - ERREUR7D4
  - ERREUR7D5
  - ERREUR7D6
  - ERREUR7D7
  - ERREUR7OK
  - ERREUR7OK2
  - ESPAGNE
  - EUROLAND
  - EXPO
  - Europeo
  - FARINE
  - FINIPONPON
  - FINLANDE
  - FIOLE
  - FIOLEANGLETERRE
  - FIOLEAUTR
  - FIOLEAUTRICHE
  - FIOLEECOSSE
  - FIOLEESPAGNE
  - FIOLEESPAGNE2
  - FIOLEFINLANDE
  - FIOLEGRECE
  - FIOLEGRECE2
  - FIOLEIRLANDE
  - FIOLEITALIE
  - FIOLEOK
  - FIOLEPAYSBAS
  - FIOLESUEDE
  - FIOLEVASE
  - FRANCE
  - FRANCS
  - FROG
  - FROMAGE
  - GRECE
  - GRECQUESTION
  - GRECREPONSE
  - GUITARE
  - HARPEOK
  - HARPON
  - HELICE
  - HOTTE
  - HOUBLON
  - HUILE
  - INGROK
  - IRLANDE
  - ITALIE
  - Intro
  - JUSTEPRIX
  - JUSTEPRIX1
  - JUSTEPRIX10
  - JUSTEPRIX100
  - JUSTEPRIX15
  - JUSTEPRIX20
  - JUSTEPRIX25
  - JUSTEPRIX30
  - JUSTEPRIX50
  - JUSTEPRIXCLIC
  - JUSTEPRIXEURO
  - JUSTEPRIXOBJ
  - JUSTEPRIXOK
  - JUSTEPRIXQUESTION
  - JUSTEPRIXREPONSE
  - JUSTEPRIXSCORE
  - LAINE
  - LAPIN
  - LAPINSORTIE
  - LEVRIERNUMERO
  - LEVRIERPARI
  - LEVRIERRESULTAT
  - LEVURE
  - LOUPE
  - MACHINE
  - MALL
  - MARMOT
  - MARMOTTE
  - MASQUE
  - MASSE
  - MATH
  - MAUVAISENOTE
  - MENU
  - MESP
  - MFRA
  - MGRA
  - MGRE
  - MILLEEURO
  - MITA
  - MOULE
  - MUSIC
  - NAINOK
  - NBINGR
  - NESSIE
  - NOTE
  - NUMERO
  - NUMPAYS
  - NUMPAYS2
  - NUMPAYSSCORE
  - OCCUPE
  - OCCUPE1
  - OCCUPE10
  - OCCUPE11
  - OCCUPE12
  - OCCUPE2
  - OCCUPE3
  - OCCUPE4
  - OCCUPE5
  - OCCUPE6
  - OCCUPE7
  - OCCUPE8
  - OCCUPE9
  - OEUF
  - OIGNON
  - OLIVE
  - ORGE
  - ORGUE
  - OUTIL
  - OUTIL2
  - OUTIL3
  - PAIN
  - PAINOK
  - PALETTE
  - PALME
  - PAPIERCADO
  - PARFUM
  - PARTITION
  - PASTEUR
  - PATE
  - PAYSBAS
  - PEINTRE
  - PEINTRE1
  - PEPE
  - PHOTO
  - PIECE
  - PIERREOR
  - PIER_BERLIN
  - PINCE
  - PISE
  - PIZZA
  - PLONGE
  - POIVJAUNE
  - POIVROUGE
  - PONPON
  - PONPONOR
  - PORTESECRETE
  - PORTUGAL
  - PUBOK
  - PUCE
  - PUNK
  - QUESTION
  - RAQUETTE
